achievement_id,group_id,name,tier,tier_name,category,rarity,rule_type,rule_filter,target,display_order,xp_reward,description,evidence_hint,is_hidden,hint,auto_grant,ui_badge_style,icon_path,icon_url
ACH_AB_ARCHIVE_T2,ACH_AB_ARCHIVE,A/B 아카이브 II,2,Silver,기록,rare,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""AB_COMPARE"", ""RECORDING_AUDIO""]}",6,18,310,A/B 아카이브 II - 조건 6회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,silver,,
ACH_AB_ARCHIVE_T3,ACH_AB_ARCHIVE,A/B 아카이브 III,3,Gold,기록,epic,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""AB_COMPARE"", ""RECORDING_AUDIO""]}",15,18,460,A/B 아카이브 III - 조건 15회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,gold,,
ACH_AB_ARCHIVE_T4,ACH_AB_ARCHIVE,A/B 아카이브 IV,4,Platinum,기록,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""AB_COMPARE"", ""RECORDING_AUDIO""]}",32,18,660,A/B 아카이브 IV - 조건 32회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,platinum,,
ACH_AB_ARCHIVE_T5,ACH_AB_ARCHIVE,A/B 아카이브 V,5,Diamond,기록,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""AB_COMPARE"", ""RECORDING_AUDIO""]}",60,18,920,A/B 아카이브 V - 조건 60회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,diamond,,
ACH_AB_ARCHIVE_T6,ACH_AB_ARCHIVE,A/B 아카이브 VI,6,Master,기록,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""AB_COMPARE"", ""RECORDING_AUDIO""]}",96,18,1280,A/B 아카이브 VI - 조건 96회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,master,,
ACH_ONEOFF_FIRST_BAND,ACH_ONEOFF_FIRST_BAND,첫 합주/무대,1,Event,일회성,epic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""BAND"", ""PERFORMANCE""]}",1,19,280,합주 또는 무대 태그 세션 1회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_FIRST_VIDEO_REVIEW,ACH_ONEOFF_FIRST_VIDEO_REVIEW,첫 영상 리뷰,1,Event,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",1,20,260,영상 기록 + A/B 비교 세션 1회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_FIRST_AUDIO_LOG,ACH_ONEOFF_FIRST_AUDIO_LOG,첫 오디오 로그,1,Event,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO""]}",1,21,220,오디오 기록 세션 1회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_FIRST_COMMUNITY,ACH_ONEOFF_FIRST_COMMUNITY,첫 커뮤니티 세션,1,Event,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",1,24,200,커뮤니티 태그 세션 1회 달성,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_STYLE_SWITCH,ACH_ONEOFF_STYLE_SWITCH,새 스타일 개척,1,Event,일회성,epic,manual,{},1,25,240,연주 스타일 전환을 스스로 체크한 업적,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_STAGE_DEBUT,ACH_ONEOFF_STAGE_DEBUT,무대 데뷔,1,Event,일회성,legendary,manual,{},1,26,320,공연/무대 경험을 수동으로 기록하는 업적,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_GENRE_OPEN,ACH_ONEOFF_GENRE_OPEN,장르 확장,1,Event,일회성,rare,manual,{},1,27,240,새 장르 도전을 수동으로 기록하는 업적,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_GEAR_UP,ACH_ONEOFF_GEAR_UP,장비 업데이트,1,Event,일회성,rare,manual,{},1,28,220,장비 세팅 개선을 기록하는 업적,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_WEEK_KEEPER,ACH_ONEOFF_WEEK_KEEPER,2주 연속 지킴이,1,Event,일회성,epic,streak_weekly,"{""min_sessions"": 4, ""min_core_sessions"": 1, ""tag_core"": ""CORE""}",2,29,360,주 4회 이상 루틴을 2주 연속 유지,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_ONEOFF_MONTH_KEEPER,ACH_ONEOFF_MONTH_KEEPER,2개월 페이스 유지,1,Event,일회성,legendary,streak_monthly,"{""min_sessions_per_month"": 10}",2,30,420,월 10세션 이상을 2개월 연속 유지,세션/이벤트 로그에서 자동 집계됩니다.,false,,false,single_event,,
ACH_HIDDEN_QUIET_ENGINE,ACH_HIDDEN_QUIET_ENGINE,고요한 엔진,1,Hidden,히든,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""METRO_ONEBAR"", ""CLEAN_MUTE""]}",1,31,360,원바 메트로놈 + 클린 뮤트 세션 1회,세션/이벤트 로그에서 자동 집계됩니다.,true,힌트: 리듬과 노이즈 컨트롤을 동시에 잡아보세요.,false,hidden,,
ACH_HIDDEN_DOUBLE_ARCHIVE,ACH_HIDDEN_DOUBLE_ARCHIVE,더블 아카이브,1,Hidden,히든,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",1,32,380,오디오+비디오 동시 기록 세션 1회,세션/이벤트 로그에서 자동 집계됩니다.,true,힌트: 같은 세션에 두 기록 태그를 함께 체크하세요.,false,hidden,,
ACH_HIDDEN_NIGHT_OWL,ACH_HIDDEN_NIGHT_OWL,심야 집중 모드,1,Hidden,히든,epic,count_events,"{""event_type"": ""SESSION"", ""min_duration"": 50}",5,33,420,50분 이상 집중 세션 5회,세션/이벤트 로그에서 자동 집계됩니다.,true,힌트: 한 번 길게 몰입하는 날을 만들어보세요.,false,hidden,,
ACH_HIDDEN_IRON_STREAK,ACH_HIDDEN_IRON_STREAK,아이언 스트릭,1,Hidden,히든,mythic,streak_weekly,"{""min_sessions"": 5, ""min_core_sessions"": 3, ""tag_core"": ""CORE""}",3,34,520,코어 중심 주간 루틴 3주 연속,세션/이벤트 로그에서 자동 집계됩니다.,true,힌트: 주당 최소 3회는 CORE 태그를 유지하세요.,false,hidden,,
ACH_HIDDEN_REPERTOIRE_MASTER,ACH_HIDDEN_REPERTOIRE_MASTER,숨은 레퍼토리 장인,1,Hidden,히든,legendary,distinct_count,"{""event_type"": ""SESSION"", ""field"": ""song_library_id""}",30,36,560,서로 다른 곡 30개 이상 연습,세션/이벤트 로그에서 자동 집계됩니다.,true,힌트: 같은 곡 반복만 하지 말고 풀을 넓혀보세요.,false,hidden,,
ACH_TIER_QUEST_CLAIM_T1,ACH_TIER_QUEST_CLAIM,퀘스트 정복 1,1,Bronze,퀘스트,common,count_events,"{""event_type"": ""QUEST_CLAIM""}",2,900,70,퀘스트 보상을 2회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_bronze,,
ACH_TIER_QUEST_CLAIM_T2,ACH_TIER_QUEST_CLAIM,퀘스트 정복 2,2,Silver,퀘스트,rare,count_events,"{""event_type"": ""QUEST_CLAIM""}",5,900,120,퀘스트 보상을 5회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_silver,,
ACH_TIER_QUEST_CLAIM_T3,ACH_TIER_QUEST_CLAIM,퀘스트 정복 3,3,Gold,퀘스트,epic,count_events,"{""event_type"": ""QUEST_CLAIM""}",10,900,200,퀘스트 보상을 10회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_gold,,
ACH_TIER_QUEST_CLAIM_T4,ACH_TIER_QUEST_CLAIM,퀘스트 정복 4,4,Platinum,퀘스트,legendary,count_events,"{""event_type"": ""QUEST_CLAIM""}",20,900,320,퀘스트 보상을 20회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_platinum,,
ACH_TIER_QUEST_CLAIM_T5,ACH_TIER_QUEST_CLAIM,퀘스트 정복 5,5,Diamond,퀘스트,mythic,count_events,"{""event_type"": ""QUEST_CLAIM""}",35,900,500,퀘스트 보상을 35회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_diamond,,
ACH_TIER_QUEST_CLAIM_T6,ACH_TIER_QUEST_CLAIM,퀘스트 정복 6,6,Master,퀘스트,mythic,count_events,"{""event_type"": ""QUEST_CLAIM""}",50,900,760,퀘스트 보상을 50회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_master,,
ACH_ONE_QUEST_HIGH_FIRST,ACH_ONE_QUEST_HIGH_FIRST,고난도 퀘스트 첫 달성,1,Single,퀘스트,rare,count_events,"{""event_type"": ""QUEST_CLAIM"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""quest.difficulty"", ""op"": ""eq"", ""value"": ""high""}]}}",1,901,220,난이도 높음 퀘스트를 1회 달성하세요.,고난도 퀘스트를 완료하세요.,false,,true,single_event,,
ACH_HID_QUEST_GENRE_TRIO,ACH_HID_QUEST_GENRE_TRIO,장르 개척자,1,Hidden,히든,legendary,distinct_count,"{""event_type"": ""QUEST_CLAIM"", ""field"": ""quest.genre_primary""}",3,902,480,서로 다른 대표 장르 퀘스트를 3회 달성하세요.,다양한 장르 퀘스트를 완료하세요.,true,서로 다른 장르를 시도해 보세요.,true,single_hidden,,
